strategy,asset,mean_rc_share,median_rc_share,min_rc_share,max_rc_share
hybrid_ruonia_capped_crypto,ruonia_return,-7.592502302619017e-05,-9.874397979747112e-05,-0.0003621075458572,0.0003177473300776
hybrid_unconstrained_base,gold_return,0.3253426128046682,0.3316656504485558,0.2986341622164913,0.3355297590956962
hybrid_unconstrained_base,moex_return,0.3256716042363584,0.3322417996303958,0.2987562657961499,0.3363768941873424
hybrid_unconstrained_base,ofz_return,0.3229609251181707,0.3280164585118708,0.2975783968991759,0.3330874976121517
hybrid_unconstrained_base,ruonia_return,0.0260248578408026,0.0106880212726473,-6.1063993325578375e-18,0.1050311750881827
hybrid_unconstrained_crypto,btc_return,0.198702897709343,0.2001488324273079,0.1866921056092274,0.2015599702580411
hybrid_unconstrained_crypto,eth_return,0.1987061983630965,0.2001512350768112,0.1866990093983628,0.2015631817833854
hybrid_unconstrained_crypto,gold_return,0.19840589399475,0.2000104714737308,0.1865799782138923,0.200728195591314
hybrid_unconstrained_crypto,moex_return,0.1985421081981013,0.2000953788066647,0.1866067626669434,0.2010527001479706
hybrid_unconstrained_crypto,ofz_return,0.1970453632301292,0.1991358109136295,0.1858476875055086,0.1997185816602016
hybrid_unconstrained_crypto,ruonia_return,0.0085975385045798,-0.0,-3.0769422825392424e-21,0.0675744566060654
mv_sample_base,gold_return,0.0020707317575567,0.0019690697225172,0.0,0.0051927817123741
mv_sample_base,moex_return,0.0014282276664034,0.0012810559082257,0.0,0.0048605807613156
mv_sample_base,ofz_return,0.0004131470068826,9.98222105190564e-19,0.0,0.0036090468571642
mv_sample_base,ruonia_return,0.9960878935691572,0.9960944332833964,0.9918530600850136,0.9992296174305944
mv_sample_crypto,btc_return,0.0001272245971792,2.8291474516324007e-19,0.0,0.0005917863251108
mv_sample_crypto,eth_return,0.0001092752351144,1.1502732609728302e-05,0.0,0.0004558719067944
mv_sample_crypto,gold_return,0.0018851051555438,0.0018111295238959,0.0,0.0045690717993695
