rebalance_date,strategy,universe,asset,weight,mrc,rc,rc_share
2024-01-21,aw_base,base,gold_return,0.2,0.01122540452796887,0.002245080905593774,0.1303674402230098
2024-01-21,aw_base,base,moex_return,0.3,0.03642741080342826,0.010928223241028477,0.6345804672645814
2024-01-21,aw_base,base,ofz_return,0.35,0.011585838097835546,0.004055043334242441,0.23546840479619635
2024-01-21,aw_base,base,ruonia_return,0.15,-4.77959198757272e-05,-7.169387981359079e-06,-0.00041631228378747416
2024-01-21,aw_crypto,crypto,btc_return,0.05,0.06628158338621695,0.0033140791693108476,0.15964278917537056
2024-01-21,aw_crypto,crypto,eth_return,0.05,0.08349023817579523,0.004174511908789762,0.20109076775724097
2024-01-21,aw_crypto,crypto,gold_return,0.2,0.01584858746292404,0.0031697174925848083,0.15268873058317028
2024-01-21,aw_crypto,crypto,moex_return,0.25,0.029063083712933323,0.007265770928233331,0.3500000685661633
2024-01-21,aw_crypto,crypto,ofz_return,0.35,0.008124136817315799,0.0028434478860605295,0.1369719696527071
2024-01-21,aw_crypto,crypto,ruonia_return,0.1,-8.185942565171589e-05,-8.18594256517159e-06,-0.00039432573465199706
2024-01-21,ew_base,base,gold_return,0.25,0.01843390171408253,0.004608475428520632,0.3041441743394771
2024-01-21,ew_base,base,moex_return,0.25,0.032869851551444514,0.008217462887861128,0.5423254401501967
2024-01-21,ew_base,base,ofz_return,0.25,0.009373359202787146,0.0023433398006967865,0.15465269587182048
2024-01-21,ew_base,base,ruonia_return,0.25,-6.802220999765178e-05,-1.7005552499412944e-05,-0.001122310361494298
2024-01-21,ew_crypto,crypto,btc_return,0.16666666666666666,0.0931994646116429,0.015533244101940482,0.3868334406400345
2024-01-21,ew_crypto,crypto,eth_return,0.16666666666666666,0.11759386305517887,0.019598977175863144,0.4880847635052311
2024-01-21,ew_crypto,crypto,gold_return,0.16666666666666666,0.015552067504737133,0.002592011250789522,0.0645503684703784
2024-01-21,ew_crypto,crypto,moex_return,0.16666666666666666,0.013113427911986076,0.0021855713186643456,0.054428557705951994
2024-01-21,ew_crypto,crypto,ofz_return,0.16666666666666666,0.0015684904160748405,0.00026141506934580674,0.006510171992826583
2024-01-21,ew_crypto,crypto,ruonia_return,0.16666666666666666,-9.813101363850379e-05,-1.6355168939750632e-05,-0.0004073023144226774
2024-01-21,hybrid_base,base,gold_return,0.250059813974905,0.015058389603800007,0.0037654981030878732,0.22356077117497342
2024-01-21,hybrid_base,base,moex_return,0.24370447355427255,0.033555865113775674,0.00817771444221088,0.48551774482376303
2024-01-21,hybrid_base,base,ofz_return,0.43123571247082254,0.011370842981462924,0.004903513574505016,0.2911257013472753
2024-01-21,hybrid_base,base,ruonia_return,0.07500000000000001,-4.586255003406463e-05,-3.4396912525548476e-06,-0.00020421734601177324
2024-01-21,hybrid_crypto,crypto,btc_return,0.054475733431690085,0.06822043220070738,0.0037163580791604216,0.1803206760301064
2024-01-21,hybrid_crypto,crypto,eth_return,0.04903582749928582,0.08477273575848004,0.004156901247295366,0.20169618404264011
2024-01-21,hybrid_crypto,crypto,gold_return,0.21556482808660885,0.01686255399329422,0.003634973552665628,0.1763718335011199
2024-01-21,hybrid_crypto,crypto,moex_return,0.20605361114381382,0.02730309226192929,0.00562590075596325,0.2729732189377086
2024-01-21,hybrid_crypto,crypto,ofz_return,0.4248699998386014,0.008189365319147702,0.003479415641824532,0.16882403884645777
2024-01-21,hybrid_crypto,crypto,ruonia_return,0.050000000000000024,-7.664809682064107e-05,-3.832404841032055e-06,-0.00018595135803277423
2024-01-21,hybrid_loose_base,base,gold_return,0.280095702359848,0.017270944207714845,0.0048375172482776375,0.2882735765811581
2024-01-21,hybrid_loose_base,base,moex_return,0.20992715768683604,0.031458917681468135,0.006604081172774756,0.3935452840785003
2024-01-21,hybrid_loose_base,base,ofz_return,0.47997713995331603,0.011127035278315643,0.005340722569045593,0.31826019784314846
2024-01-21,hybrid_loose_base,base,ruonia_return,0.03,-4.422267619137725e-05,-1.3266802857413174e-06,-7.905850280668865e-05
2024-01-21,hybrid_loose_crypto,crypto,btc_return,0.05716117349070412,0.06922582243187043,0.003957029246064823,0.19236169469201592
2024-01-21,hybrid_loose_crypto,crypto,eth_return,0.0484573239988573,0.08533980212640467,0.004135338441637562,0.2010297779703118
2024-01-21,hybrid_loose_crypto,crypto,gold_return,0.2249037249385741,0.017434840882343105,0.003921160658150301,0.190618027428422
2024-01-21,hybrid_loose_crypto,crypto,moex_return,0.17968577783010212,0.0261699474467321,0.004702367362738952,0.22859455887531044
2024-01-21,hybrid_loose_crypto,crypto,ofz_return,0.4697919997417622,0.008208624048114897,0.0038563459066922167,0.1874672103239192
2024-01-21,hybrid_loose_crypto,crypto,ruonia_return,0.02000000000000003,-7.33032283912714e-05,-1.4660645678254304e-06,-7.126928997941448e-05
2024-01-21,hybrid_ruonia_capped_base,base,gold_return,0.250059813974905,0.015058389603800007,0.0037654981030878732,0.22356077117497342
2024-01-21,hybrid_ruonia_capped_base,base,moex_return,0.24370447355427255,0.033555865113775674,0.00817771444221088,0.48551774482376303
2024-01-21,hybrid_ruonia_capped_base,base,ofz_return,0.43123571247082254,0.011370842981462924,0.004903513574505016,0.2911257013472753
2024-01-21,hybrid_ruonia_capped_base,base,ruonia_return,0.07500000000000001,-4.586255003406463e-05,-3.4396912525548476e-06,-0.00020421734601177324
2024-01-21,hybrid_ruonia_capped_crypto,crypto,btc_return,0.054475733431690085,0.06822043220070738,0.0037163580791604216,0.1803206760301064
2024-01-21,hybrid_ruonia_capped_crypto,crypto,eth_return,0.04903582749928582,0.08477273575848004,0.004156901247295366,0.20169618404264011
2024-01-21,hybrid_ruonia_capped_crypto,crypto,gold_return,0.21556482808660885,0.01686255399329422,0.003634973552665628,0.1763718335011199
2024-01-21,hybrid_ruonia_capped_crypto,crypto,moex_return,0.20605361114381382,0.02730309226192929,0.00562590075596325,0.2729732189377086
2024-01-21,hybrid_ruonia_capped_crypto,crypto,ofz_return,0.4248699998386014,0.008189365319147702,0.003479415641824532,0.16882403884645777
2024-01-21,hybrid_ruonia_capped_crypto,crypto,ruonia_return,0.050000000000000024,-7.664809682064107e-05,-3.832404841032055e-06,-0.00018595135803277423
2024-01-21,hybrid_unconstrained_base,base,gold_return,0.031213957254395082,0.01750955193955103,0.0005465424057847563,0.31911468052379094
2024-01-21,hybrid_unconstrained_base,base,moex_return,0.019415071686273388,0.02816838595405301,0.0005468912325845557,0.31931835319694113
2024-01-21,hybrid_unconstrained_base,base,ofz_return,0.0487588445328125,0.011192289331544026,0.0005457230954830111,0.3186363023733968
2024-01-21,hybrid_unconstrained_base,base,ruonia_return,0.900612126526519,8.164073287345676e-05,7.352663404434738e-05,0.04293066390587112
2024-01-21,hybrid_unconstrained_crypto,crypto,btc_return,0.05895145710376517,0.06982564626553218,0.004116323590565201,0.20015030403643774
2024-01-21,hybrid_unconstrained_crypto,crypto,eth_return,0.04807165849539049,0.08563006595379301,0.004116379287468501,0.20015301221811593
2024-01-21,hybrid_unconstrained_crypto,crypto,gold_return,0.23112968424670197,0.017799077989545446,0.004113895275606062,0.20003223072012172
