rebalance_date,strategy,enb
2023-07-09,hybrid_unconstrained_base,2.999996613772646
2023-07-09,hybrid_unconstrained_crypto,4.999993404599753
2023-07-09,mv_sample_base,1.0111870277360424
2023-07-09,mv_sample_crypto,1.0106295568783557
2023-07-09,mv_shrink_base,2.7659206569628902
2023-07-09,mv_shrink_crypto,2.2122955548551912
2023-07-09,rp_sample_base,2.999996613772646
2023-07-09,rp_sample_crypto,4.999993404599753
2023-07-09,rp_shrink_base,3.999995171950805
2023-07-09,rp_shrink_crypto,5.999980960928688
2023-10-08,aw_base,2.0670901533180195
2023-10-08,aw_crypto,4.280376053744598
2023-10-08,ew_base,2.4060509555825633
2023-10-08,ew_crypto,2.5331420571819976
2023-10-08,hybrid_base,2.679297725246137
2023-10-08,hybrid_crypto,4.803490497804604
2023-10-08,hybrid_loose_base,2.9433350890931167
2023-10-08,hybrid_loose_crypto,4.967799085768599
2023-10-08,hybrid_ruonia_capped_base,2.679297725246137
2023-10-08,hybrid_ruonia_capped_crypto,4.803490497804604
2023-10-08,hybrid_unconstrained_base,3.1717989995649396
2023-10-08,hybrid_unconstrained_crypto,4.9999933527817575
2023-10-08,mv_sample_base,1.009739674523038
2023-10-08,mv_sample_crypto,1.009174723041566
2023-10-08,mv_shrink_base,2.775821579048711
2023-10-08,mv_shrink_crypto,2.22639989604591
2023-10-08,rp_sample_base,3.1717989995649396
2023-10-08,rp_sample_crypto,4.9999933527817575
2023-10-08,rp_shrink_base,3.999995226656521
2023-10-08,rp_shrink_crypto,5.999981296751979
2024-01-21,aw_base,2.104671271706526
2024-01-21,aw_crypto,4.338419461376848
2024-01-21,ew_base,2.4358205273455096
2024-01-21,ew_crypto,2.53139811192287
2024-01-21,hybrid_base,2.699338636338348
2024-01-21,hybrid_crypto,4.82346388807321
2024-01-21,hybrid_loose_base,2.947512709559988
2024-01-21,hybrid_loose_crypto,4.971398105747294
2024-01-21,hybrid_ruonia_capped_base,2.699338636338348
2024-01-21,hybrid_ruonia_capped_crypto,4.82346388807321
2024-01-21,hybrid_unconstrained_base,3.2555206904994027
2024-01-21,hybrid_unconstrained_crypto,4.999993927328941
2024-01-21,mv_sample_base,1.0097763944512972
2024-01-21,mv_sample_crypto,1.0093565410362206
2024-01-21,mv_shrink_base,2.8113818178675376
2024-01-21,mv_shrink_crypto,2.211290434083538
2024-01-21,rp_sample_base,3.2555206904994027
2024-01-21,rp_sample_crypto,4.999993927328941
2024-01-21,rp_shrink_base,3.9999956086663966
2024-01-21,rp_shrink_crypto,5.999981255323104
2024-04-21,aw_base,2.1240437048233733
2024-04-21,aw_crypto,4.313205442217866
2024-04-21,ew_base,2.434661335746935
2024-04-21,ew_crypto,2.603262028854056
