rebalance_date,strategy,diversification_ratio
2024-04-21,rp_sample_crypto,1.709063487880482
2024-04-21,rp_shrink_base,1.9321324912229632
2024-04-21,rp_shrink_crypto,1.9937248045636924
2024-07-28,aw_base,1.470988180729343
2024-07-28,aw_crypto,1.6698660267673575
2024-07-28,ew_base,1.543368599080261
2024-07-28,ew_crypto,1.360595385533749
2024-07-28,hybrid_base,1.5510441195900768
2024-07-28,hybrid_crypto,1.6921582626323215
2024-07-28,hybrid_loose_base,1.5867185196831866
2024-07-28,hybrid_loose_crypto,1.6998357327260687
2024-07-28,hybrid_ruonia_capped_base,1.5510441195900768
2024-07-28,hybrid_ruonia_capped_crypto,1.6921582626323215
2024-07-28,hybrid_unconstrained_base,1.6047642098460053
2024-07-28,hybrid_unconstrained_crypto,1.7027155967838041
2024-07-28,mv_sample_base,1.3151350682805782
2024-07-28,mv_sample_crypto,1.3151353906616365
2024-07-28,mv_shrink_base,1.8351747299338832
2024-07-28,mv_shrink_crypto,1.7282443294953385
2024-07-28,rp_sample_base,1.6047642098460053
2024-07-28,rp_sample_crypto,1.7027155967838041
2024-07-28,rp_shrink_base,1.9267909000459564
2024-07-28,rp_shrink_crypto,1.9901693895960948
2024-10-27,aw_base,1.478757896607676
2024-10-27,aw_crypto,1.6685314385112613
2024-10-27,ew_base,1.550359861114384
2024-10-27,ew_crypto,1.3603506033187704
2024-10-27,hybrid_base,1.5606211684037408
2024-10-27,hybrid_crypto,1.6922866340114109
2024-10-27,hybrid_loose_base,1.5969505247038225
2024-10-27,hybrid_loose_crypto,1.700323430309387
2024-10-27,hybrid_ruonia_capped_base,1.5606211684037408
2024-10-27,hybrid_ruonia_capped_crypto,1.6922866340114109
2024-10-27,hybrid_unconstrained_base,1.6152224565402096
2024-10-27,hybrid_unconstrained_crypto,1.7032416110092665
2024-10-27,mv_sample_base,1.2380872582014273
2024-10-27,mv_sample_crypto,1.23810929340637
2024-10-27,mv_shrink_base,1.833000919385431
2024-10-27,mv_shrink_crypto,1.7335591046787004
2024-10-27,rp_sample_base,1.6152224565402096
2024-10-27,rp_sample_crypto,1.7032416110092665
2024-10-27,rp_shrink_base,1.9299056193844
2024-10-27,rp_shrink_crypto,1.9873246067449535
2025-02-09,aw_base,1.485588528176384
2025-02-09,aw_crypto,1.6821321764311123
2025-02-09,ew_base,1.5618830134592623
2025-02-09,ew_crypto,1.3751971602246305
2025-02-09,hybrid_base,1.533465649681888
2025-02-09,hybrid_crypto,1.7125486496277724
2025-02-09,hybrid_loose_base,1.627271976474882
2025-02-09,hybrid_loose_crypto,1.7682489221773403
2025-02-09,hybrid_ruonia_capped_base,1.5092433210096292
2025-02-09,hybrid_ruonia_capped_crypto,1.6942885891401152
2025-02-09,hybrid_unconstrained_base,1.8558471313273084
2025-02-09,hybrid_unconstrained_crypto,1.8864214598092848
2025-02-09,mv_sample_base,1.1458391202965854
2025-02-09,mv_sample_crypto,1.145839711738747
2025-02-09,mv_shrink_base,1.817493824747953
2025-02-09,mv_shrink_crypto,1.7275273560801894
2025-02-09,rp_sample_base,1.8558471313273082
2025-02-09,rp_sample_crypto,1.8864214598092848
2025-02-09,rp_shrink_base,1.9306509335902389
2025-02-09,rp_shrink_crypto,1.9913814479552323
2025-05-11,aw_base,1.5523600074416974
2025-05-11,aw_crypto,1.6651780554975293
2025-05-11,ew_base,1.5666746700438587
2025-05-11,ew_crypto,1.3188666174924435
2025-05-11,hybrid_base,1.6064316165287347
2025-05-11,hybrid_crypto,1.7039220217002202
2025-05-11,hybrid_loose_base,1.7038127947959418
2025-05-11,hybrid_loose_crypto,1.7735999816883619
2025-05-11,hybrid_ruonia_capped_base,1.5750286378674412
2025-05-11,hybrid_ruonia_capped_crypto,1.6816143193830497
2025-05-11,hybrid_unconstrained_base,1.8927609385896664
2025-05-11,hybrid_unconstrained_crypto,1.9158563105329132
2025-05-11,mv_sample_base,1.1996680003163283
2025-05-11,mv_sample_crypto,1.2005089492870984
2025-05-11,mv_shrink_base,1.6745072229227733
2025-05-11,mv_shrink_crypto,1.7620014133420077
2025-05-11,rp_sample_base,1.8927609385896664
2025-05-11,rp_sample_crypto,1.9158563105329132
2025-05-11,rp_shrink_base,1.936183303569319
2025-05-11,rp_shrink_crypto,1.994738981121626
2025-08-10,aw_base,1.4327797769984238
2025-08-10,aw_crypto,1.5959173061783465
2025-08-10,ew_base,1.4667288015955071
2025-08-10,ew_crypto,1.3300343567169663
2025-08-10,hybrid_base,1.4865283215549623
2025-08-10,hybrid_crypto,1.634281027008332
2025-08-10,hybrid_loose_base,1.5803976580053936
2025-08-10,hybrid_loose_crypto,1.6998593327514187
2025-08-10,hybrid_ruonia_capped_base,1.4535401438535551
2025-08-10,hybrid_ruonia_capped_crypto,1.6105637599384408
2025-08-10,hybrid_unconstrained_base,1.751969036030134
2025-08-10,hybrid_unconstrained_crypto,1.8210432540284678
2025-08-10,mv_sample_base,1.1885576874504808
2025-08-10,mv_sample_crypto,1.1885472130785275
2025-08-10,mv_shrink_base,1.5360480109183074
2025-08-10,mv_shrink_crypto,1.6279855818546833
2025-08-10,rp_sample_base,1.751969036030134
2025-08-10,rp_sample_crypto,1.8210432540284678
2025-08-10,rp_shrink_base,1.8231941156707812
2025-08-10,rp_shrink_crypto,1.924001267067021
2025-11-09,aw_base,1.5097881354241875
2025-11-09,aw_crypto,1.739131433089826
2025-11-09,ew_base,1.5548587866505637
2025-11-09,ew_crypto,1.3855372230505782
2025-11-09,hybrid_base,1.553326263093237
2025-11-09,hybrid_crypto,1.7531766362033665
2025-11-09,hybrid_loose_base,1.5694357953092506
