date,ew_base,ew_crypto,mv_sample_base,mv_sample_crypto,mv_shrink_base,mv_shrink_crypto,rp_sample_base,rp_sample_crypto,rp_shrink_base,rp_shrink_crypto,aw_base,aw_crypto,hybrid_base,hybrid_crypto,hybrid_loose_base,hybrid_loose_crypto,hybrid_unconstrained_base,hybrid_unconstrained_crypto,hybrid_ruonia_capped_base,hybrid_ruonia_capped_crypto
2019-04-28,0.0032624003919074856,0.0261292163369669,0.0010221421501912184,0.0010221421501717485,0.0019550306337950602,0.003407544204430934,0.001820697936969663,0.002495650522219636,0.002618620796352751,0.006958607006407446,0.00401572028218036,0.010866083945364532,0.002918811391187893,0.006689624442934191,0.002260088051251942,0.004175350465296527,0.001820697936969663,0.002495650522219636,0.0036266033652778574,0.00845140479772895
2019-05-05,-0.005088939504379121,0.06267260685418449,0.00042022378777916976,0.0004202237878814266,5.564407283104351e-05,-0.002012546447304564,-0.0005193117348276844,0.0012496765182362921,-0.0016722810667792749,0.006454027080189862,-0.0067528197433889,0.01483632954682028,-0.003631208644188834,0.008066076728453622,-0.0017629086418122133,0.0039818137971607236,-0.0005193117348276844,0.0012496765182362921,-0.005152372087068976,0.01043336116147053
2019-05-12,0.0046810855061458,0.0382319125977059,0.0006231725022579388,0.0006231725020165633,0.0013493606795951087,0.003367980361581591,0.0015776861214760456,0.0024160043868326434,0.002622150986689726,0.008562078635428218,0.006929625387133018,0.016297822372320973,0.004257236143417401,0.009381000349145355,0.002650367866489068,0.005207825664922351,0.0015776861214760456,0.0024160043868326434,0.00561212326492289,0.012098649738512232
2019-05-19,0.006200810578869526,0.03154910004996734,0.0010622361242459994,0.0010622361242491353,0.0023786598042504375,0.005292546665362207,0.0024513159029184634,0.003188489461285735,0.003935650811348193,0.009642950420847429,0.007448730103788741,0.014874344195336361,0.004953144782440819,0.009048485642047977,0.0034527986940819174,0.005536609093592663,0.0024513159029184634,0.003188489461285735,0.006404929745838783,0.011529503467211788
2019-05-26,0.012508485949392977,0.03286969099805331,0.0010723928601088222,0.0010723928606780344,0.0025170801249306675,0.008882130662017424,0.0033201648747345045,0.0038837552865527234,0.005996103143308959,0.013565148045916528,0.011815388316673506,0.018293001997167834,0.007576797686594333,0.011114331024234472,0.005024992904253252,0.006782261506885436,0.0033201648747345045,0.0038837552865527234,0.010006687274970835,0.014237415141275703
2019-06-02,0.012705479298292887,-0.020049156165524214,0.0011073304612266581,0.0011073304615458323,0.003591539655460395,0.009282007997379486,0.0039554234086399565,0.0031405711412746426,0.007097429169311091,0.006362159318606027,0.013678161809885288,0.0039924195200265805,0.008828609051204745,0.003566585476969623,0.00590754838159953,0.0033109979833221867,0.0039554234086399565,0.0031405711412746426,0.011705433722380814,0.0043425883842717365
2019-06-09,0.00024310214289962042,0.03277232441248157,0.0010453040950527516,0.0010453040949055155,0.001162200193436263,0.001035878170456086,0.0010152185375961532,0.0019066361720925966,0.0009208518988563782,0.0055170937291925785,0.0009446572759073159,0.010604946897315134,0.0009799385287753203,0.006265248481066975,0.0010011066830235152,0.003652360734775533,0.0010152185375961532,0.0019066361720925966,0.0009536955621355206,0.00788580511371916
2019-06-16,0.009657334461195294,0.05883571837212709,0.000846801290825291,0.000846801291196545,0.003641469567276936,0.008738100612440255,0.0034794041667156766,0.0048136764449088565,0.0062431502179470496,0.01650460355698448,0.00992318261762683,0.025443755270079436,0.00670648373019677,0.01518191307987635,0.00477148602002875,0.00897387776660369,0.0034794041667156766,0.0048136764449088565,0.008891733410132562,0.019617260138689665
2019-06-23,0.003532513316073785,0.0260454766645337,0.0010284018663189478,0.0010284018665105011,0.0013397673769801935,0.003078542285990248,0.0015100125222531943,0.0021580238519013036,0.002092464587165924,0.006767429152518893,0.003006158048329937,0.010034081762304648,0.002258365098866006,0.006103806445565017,0.0018094207686484482,0.0037382052296943465,0.0015100125222531943,0.0021580238519013036,0.0027202704122298413,0.00768411779102875
2019-06-30,0.007954977601461619,-0.016806540477890375,0.0010447220003160715,0.0010447220003368006,0.0019364317117133358,0.005366956681513664,0.0024439288247006725,0.0019093546147818951,0.004072526791412293,0.003408043453791934,0.00931375478343277,0.0014513901129623108,0.00588474109728028,0.0016803985183454447,0.0038216747511480072,0.0018177783922743384,0.0024439288247006725,0.0019093546147818951,0.0076913285286072195,0.001884813708366477
2019-07-07,-0.0053692769180423705,-0.017628461875071298,0.0009806625657946995,0.0009806625657362998,0.00038769489635464053,-0.002962197574784145,-0.00017617933047846224,-0.0005097276477290112,-0.001575184517510871,-0.005809443354698913,-0.006349509321563688,-0.00957763443832871,-0.003258080570254434,-0.005033402285690037,-0.0014078002716416433,-0.002316742099810012,-0.00017617933047846224,-0.0005097276477290112,-0.004850962621666327,-0.00692232256399536
2019-07-14,-0.0048042029726271815,-0.036959580253855415,0.00097024147072503,0.000970241470864693,0.0005831960347434091,-0.0025669934675484154,-2.0357629282480127e-05,-0.0008787328975598313,-0.0012313227598880615,-0.008169847349150895,-0.006731208610696965,-0.015416842910144848,-0.0033701536624689537,-0.008121367849331469,-0.0013589297743036978,-0.003769494393853786,-2.0357629282480127e-05,-0.0008787328975598313,-0.004999840739825502,-0.010978387788383418
2019-07-21,0.003321204483014077,-0.032806855506693364,0.0009993915185898192,0.0009993915185827654,0.0021114048212551974,0.0028023621090478706,0.0019030167242365908,0.0009504891617140264,0.0027906050968527813,-0.002126331368342313,0.0040670303460312845,-0.006623870806600474,0.0029856089267611147,-0.0028295195009832175,0.0023361942829598454,-0.0005598001534292382,0.0019030167242365908,0.0009504891617140264,0.003726601406911651,-0.0040253966353173565
2019-07-28,0.006266293439292286,0.04879732433965469,0.0010250611534151934,0.0010250592565440918,0.0011395696737628604,0.004609528635679304,0.0017052589877787007,0.002749071679355461,0.0027379032811297214,0.01122169648634158,0.002429753778334489,0.016738455942612838,0.0020675721382367495,0.009768225743301256,0.0018502001731907477,0.005562647407342636,0.0017052589877787007,0.002749071679355461,0.0024726659085237603,0.012526108434668512
2019-08-04,0.011823244380784867,0.004370100923948122,0.0010367704224717572,0.0010367726573359956,0.0037187393560401214,0.009366125519944672,0.0038066299462487245,0.0035952259105104067,0.006912746220176889,0.00960039816879005,0.01041154676197852,0.009219061367987207,0.007114541403379098,0.006411096733387753,0.005131107823484329,0.00472252550316124,0.0038066299462487245,0.0035952259105104067,0.009397838000881393,0.008116832038333683
2019-08-11,0.0015435620354974239,-0.026903559077046765,0.0009895101816807474,0.0009894952274765436,0.0015514001571267603,0.0018544695005344718,0.001301767564317471,0.00046716223467426605,0.0016521564852286104,-0.002529694874483027,-0.0013883933712658717,-0.008540942917312978,-4.2408250437739975e-05,-0.004026747034597238,0.0007643140750668581,-0.0013279786592640102,0.001301767564317471,0.00046716223467426605,-0.00042082660168541467,-0.005609174299520496
2019-08-18,0.005953871208015892,0.004753629805157227,0.0009704398041722108,0.0009704499674530111,0.0020468423445694486,0.004410770389045462,0.002197457866936202,0.0021748494685319146,0.003555575175832694,0.004998833447805083,0.007219873144923775,0.006540911296898276,0.004711818524441555,0.004360263272480749,0.0032039608258689974,0.003049588293263184,0.002197457866936202,0.0021748494685319146,0.006112166761980651,0.005431024346716058
2019-08-25,0.01059813773860024,-0.014489671100557761,0.0009823403491835334,0.0009823617631173256,0.002358765501461946,0.007038452371382641,0.002975049323676074,0.0024316785700808172,0.005310891726219699,0.005598902742231327,0.01203991029035761,0.004119451559421854,0.007517751199185766,0.003275921337430451,0.004794607115830023,0.0027694614520723197,0.002975049323676074,0.0024316785700808172,0.009961586859415087,0.004005784800340022
2019-09-01,0.0007956847985004931,0.015900204491678716,0.0009645617242279878,0.0009645717224183937,0.0010087393112331127,0.0008628144741648387,0.0010102006579904453,0.0015250344661079114,0.0009839926213629506,0.0033818428932404056,0.0034693805018109654,0.007001245252307914,0.0022405464550759803,0.0042668883374167845,0.0015025205573586894,0.0026226781573348242,0.0010102006579904453,0.0015250344661079114,0.0027112222102293865,0.005301917178679179
2019-09-08,-0.008440426317134337,-0.005024239553370215,0.0009177718339457442,0.0009177656455317186,-0.0007402932588518348,-0.005696464948739967,-0.0011277148081752948,-0.0010234601238087247,-0.003545959650843897,-0.0065447316843584335,-0.006931201393216921,-0.0066961839677815065,-0.004025248059114324,-0.0038557993429624705,-0.0022857208310760792,-0.002155433056047225,-0.0011277148081752948,-0.0010234601238087247,-0.005897361391001984,-0.005380756422336126
2019-09-15,0.0038866000878956287,0.01907970155198222,0.0009404975014290972,0.0009405009440391088,0.001125202746058348,0.0026198502090376153,0.0014072094176920075,0.0016616089064589524,0.0020304318646649244,0.004774946730009773,0.0030870049255139263,0.00793029315678377,0.002247459923727015,0.0048008631866952945,0.0017433943930386642,0.0029184935913755573,0.0014072094176920075,0.0016616089064589524,0.002741604882193287,0.006021296032020421
2019-09-22,-0.004032659561316599,-0.0638409130562011,0.0009155981259529857,0.0009155867414096747,0.0003137109696408917,-0.002575629060561041,-4.9790619069165433e-05,-0.0015349248423196468,-0.001206734764804359,-0.011371718954261645,-0.004682189192297197,-0.02201996456546372,-0.0023633075106396172,-0.011724990448899419,-0.000974555182200588,-0.0055984984302046474,-4.9790619069165433e-05,-0.0015349248423196468,-0.0035979560646971086,-0.01575395984665794
2019-09-29,-0.004207888357422678,-0.002038548428400426,0.0009223011796582977,0.0009222814934042,0.000929741246877298,-0.0016506548220682508,0.00023539472785032278,0.00018761867212479554,-0.0006972941207420784,-0.0028525564758261224,-0.0055454170817595665,-0.004170118538471739,-0.0026508339859091334,-0.001988876279888525,-0.0009180973438495133,-0.0006824110303487022,0.00023539472785032278,0.00018761867212479554,-0.0039941622365848705,-0.0029118519452658812
2019-10-06,0.001080406113831467,0.0054478773699691094,0.0009254764367781344,0.0009254695453313306,0.002973434771856496,0.0027344817142878294,0.0020396102219036997,0.0021455275777840233,0.0029075728320765814,0.0026796238342117157,0.0034515535590965937,0.004534829672974394,0.002745830869470917,0.0033408921070628046,0.0023221580705399445,0.0026238447341647214,0.0020396102219036997,0.0021455275777840233,0.0034226937930318295,0.004099230118562719
2019-10-13,0.004154555576679598,-0.013934454335064843,0.0009432064593450223,0.0009432144335347152,0.0018894832816561099,0.0032257864600382397,0.0018781948124990018,0.0014662128191102917,0.0028538597815725227,0.0013507146429281899,0.005837920627222342,-4.055167956062436e-06,0.0038600175672168363,0.0007313492401577398,0.0026713951951314488,0.0011723324315159572,0.0018781948124990018,0.0014662128191102917,0.004950040513326872,0.000664523419636745
2019-10-20,0.01591737614213436,0.04440929123672203,0.0009633661620220802,0.0009633966542115699,0.003489110947330088,0.01128242283866025,0.004265398185995165,0.005157143058926356,0.00805773047306394,0.018064400584708755,0.018213249364981043,0.026212531773859675,0.011263641310393598,0.01574025207104814,0.007070575111052456,0.009403835755752023,0.004265398185995165,0.005157143058926356,0.015105400878945992,0.020372173738176454
2019-10-27,0.005567337340784628,0.006315925187140269,0.0009220064560641763,0.0009220190162901472,0.0010812504486416778,0.0033713212362881744,0.0016206191737962261,0.004162656110364547,0.002520820072383083,0.004617889944606608,0.006503108172154426,0.006251497322892762,0.004064843244140726,0.005207620812473446,0.002599025510016557,0.004580771459983101,0.0016206191737962261,0.004162656110364546,0.005253633537818065,0.005207620812473446
2019-11-03,-0.003590338484411676,-0.008097289317755817,0.0008689209618282001,0.0008689257638471831,-8.613701847180857e-05,-0.0026603464740409615,-0.00015901285576647032,-0.0037782450491045897,-0.0013836454010556043,-0.003607329514723026,-0.0011018462837369613,-0.003585557614365816,-0.0006303191595742462,-0.0036818971565800995,-0.0003475095703447262,-0.003739705337250986,-0.00015901285576647032,-0.003778245049104588,-0.0012109611492310953,-0.0036818971565800995
2019-11-10,-0.002692920320023491,-0.010161374676584364,0.0006892857615439143,0.0006892800612473675,-0.00021763505817964964,-0.001850525900622677,-0.0002367165681942735,-0.004223530224911595,-0.001227678490342859,-0.003447227519981598,-0.004065406243173148,-0.005959834011643528,-0.002149229305045851,-0.005091304579917295,-0.0010012831015935363,-0.004570548775235089,-0.0002367165681942735,-0.004223530224911595,-0.0032295304342705947,-0.005091304579917295
2019-11-17,0.0018734380962143,-0.049917711401384374,0.0008831270838236463,0.0008831270930339431,0.0014918888920777906,0.001687884785596263,0.0013352769342155335,-0.0024358434861097393,0.001771318929917334,-0.005132100745646446,0.0025138462957725195,-0.012810339466347038,0.0019247355187724331,-0.007609635939254908,0.0015711023958491328,-0.004502147218115497,0.0013352769342155335,-0.002435843486109739,0.002321010555108993,-0.007609635939254908
2019-11-24,0.0005044389367230053,0.007234456711455109,0.0008830870412639433,0.0008830869491508197,0.00030182354434069676,0.000287331266061884,0.0005179883130711123,6.589682520161095e-05,0.00020555618907775765,0.0013386497397979643,-0.0005283850189243496,0.001712045304982797,-5.061733253570982e-06,0.0008893095869448012,0.0003088008322922203,0.0003953430508178619,0.0005179883130711123,6.589682520161052e-05,-0.00034242475268776615,0.0008893095869448012
2019-12-01,-0.003070690303267809,-0.009797642513098559,0.0008751763599591335,0.0008751730074149583,0.0003044963273229044,-0.0017669602783737478,7.940052250599121e-05,-0.003122885114295786,-0.0008775071392825021,-0.0032129362899211613,-0.0025956445109819436,-0.00484786377623106,-0.0012572277385513462,-0.003985001891192652,-0.0004550366845488639,-0.0034676419088887243,7.940052250599121e-05,-0.0031228851142957857,-0.0020718085839402495,-0.003985001891192652
2019-12-08,0.006047865002148637,-0.017096618762123747,0.0008923812419226181,0.0008923940475538217,0.001464639449298347,0.003821959490873742,0.0018799232059166918,0.0028892973351867805,0.0030457354487531613,0.0018363932482636962,0.007598359318815646,0.00012589833621042869,0.004743228730143933,0.001508551871610151,0.0030262293164267564,0.002337227291507359,0.0018799232059166918,0.0028892973351867805,0.006199798318751501,0.001508551871610151
2019-12-15,-0.00047798870685620724,-0.01867026995721015,0.0008218357496387606,0.0008218398628595867,6.404931341768263e-05,-0.0006251614084320881,0.00027141371864947914,-0.0029973324476847848,-0.0002903805947704472,-0.0026795438473618655,3.010747121108446e-05,-0.005804152205336067,0.00015076737205503755,-0.004399757121272078,0.00022315632495009555,-0.0035580658131360307,0.00027141371864947914,-0.0029973324476847843,-0.0001089361993484318,-0.004399757121272078
2019-12-22,0.008345667797142938,0.009111513277828968,0.0008457406665781456,0.0008457480728718048,0.002159688361107998,0.0060024787561686775,0.002493288154464167,0.007935741295731678,0.004407415400818473,0.007235297021151513,0.008235163933897973,0.008687928896004631,0.005368347664585356,0.008311905134652143,0.0036443046460560807,0.008086222990063131,0.002493288154464167,0.007935741295731677,0.007086211262234082,0.008311905134652143
2019-12-29,0.009777528885401416,0.01577493443280707,0.0008843796205623355,0.0008843868187330103,0.0023239183884077312,0.0069325239240034565,0.0027655964611528762,0.009293225157810015,0.004988600488689214,0.008914718252927438,0.008906720853329324,0.01122159202182601,0.005840873411777539,0.010257872419225636,0.003996843057389623,0.009679194539744146,0.0027655964611528762,0.009293225157810014,0.007724937576166074,0.010257872419225636
2020-01-05,0.0020544970443764398,0.020152607802414117,0.00017056670226676843,0.00017057418833163663,0.00041932140217276737,0.001348190737608216,0.0005666920118779711,0.00405027595641697,0.0010047758068696933,0.004429749346277421,0.003565652501022092,0.008454830063215846,0.002067296353302232,0.006254976767297923,0.0011672038450574577,0.004932738145885655,0.0005666920118779711,0.00405027595641697,0.0027835966524188105,0.006254976767297923
2020-01-12,0.008106832274105042,0.06201544284109034,0.00036418596555439284,0.00036419921296823826,0.0016060113216517491,0.005606950268720713,0.002029377634111382,0.013165090783277208,0.003949111348258182,0.014289484305134055,0.009439440201857522,0.025532170154194497,0.005741272773346899,0.019367745091198672,0.003515789769816279,0.015650767139871968,0.002029377634111382,0.013165090783277206,0.007777200369921928,0.019367745091198672
2020-01-19,0.000793191366041498,-0.02093101127403326,0.0008321043800471952,0.0008320953028205631,0.0013039692789402614,0.0013360997211855517,0.0010429383390117444,-0.0008017968300801217,0.0012470772334922523,-0.002071540945197948,-0.000922627338929586,-0.00656468921184723,6.0638963162290834e-05,-0.003679089992299908,0.0006501350087301343,-0.0019517188293768826,0.0010429383390117444,-0.0008017968300801217,-0.00022571602290095982,-0.003679089992299908
2020-01-26,0.004534657816335536,0.057406033345291436,0.0007916563717056007,0.0007916554675287468,0.0017657503577059156,0.00446614710415591,0.0018033081254021182,0.0030070169084650358,0.0029486801778684487,0.011482387415339223,0.0009593175676552413,0.01866569803401551,0.0013814018924386778,0.010867005436581633,0.0016345669992842635,0.006158428502194682,0.0018033081254021182,0.0030070169084650358,0.0015911208433477865,0.01398356358434554
2020-02-02,-0.00045210814964385303,0.04486057075259534,0.0008455763662432319,0.0008455762855645787,0.0009207656690480051,0.00016037089484117846,0.0007134144728233126,0.0017714736870359073,0.0004944515288123553,0.005739411181423267,0.0004583064865429296,0.0139945145697987,0.0005858686198847586,0.007901669052686898,0.0006623980900134578,0.004228062823488961,0.0007134144728233126,0.0017714736870359073,0.0004910546016218543,0.010095213254911691
2020-02-09,0.002430272806683477,0.02932914006638024,0.0008295734899639008,0.0008295733166487408,0.0018146772137526937,0.0025179311304795397,0.0015673868827376712,0.0021256353472065073,0.002248577249660592,0.005701922260591464,0.0030199474683123527,0.011212908031207083,0.0022939309240720194,0.006679593631329413,0.0018580678547373086,0.003949707632161003,0.0015673868827376712,0.0021256353472065073,0.0028397105103974917,0.00850093347496445
2020-02-16,0.0126850472088114,0.004803048184849904,0.0008134686854763873,0.0008134691358321803,0.003120918296495926,0.009536998112048296,0.0036298304645110786,0.0033562703990965884,0.006744539113168671,0.009796737116703837,0.010695385177410185,0.0094117292379,0.0071688480522961555,0.006388582578778234,0.005046940794626472,0.004570297915428816,0.0036298304645110786,0.0033562703990965884,0.009521542205786753,0.008125964462556676
2020-02-23,-0.03046712433870581,-0.05624409597786558,0.0006438733066065952,0.0006438682129055887,-0.005202819361543169,-0.019847123154257806,-0.006590246158766863,-0.007333793439888924,-0.014386238090790536,-0.028594983246444723,-0.03877697486590451,-0.044280049480066794,-0.022554117847641924,-0.02563630040004481,-0.012945246163315981,-0.014614644945044464,-0.006590246158766863,-0.007333793439888924,-0.03136077659364444,-0.03403172941256867
2020-03-01,0.01584654810627859,0.040658978287549746,0.0006520138955274585,0.0006520127932228471,0.004952001817892665,0.013641452104601376,0.004968216649447543,0.005354141166651786,0.009557714537162768,0.017550548703017824,0.01091358374554498,0.02114667900140889,0.007945318623593645,0.013281583549993014,0.006160121236850321,0.00853266130955271,0.004968216649447543,0.005354141166651786,0.010634469827956381,0.017187694205395704
2020-03-08,-0.06290163865736505,-0.19821840575905889,0.0005540441140709467,0.0005540384022229903,-0.01598542759016823,-0.046811865944495816,-0.016544351855806615,-0.019522134000850573,-0.03451165748591382,-0.07172025052420121,-0.07605197014170594,-0.11385281230224156,-0.04585558166626407,-0.06557559320573772,-0.02816595063168997,-0.03768979945570516,-0.016544351855806615,-0.019522134000850573,-0.06374467462030538,-0.08723280398573648
2020-03-15,0.021689461330687995,0.0939300389692678,0.0006355124946142805,0.0006355134132225474,0.0046726366800552786,0.016403040395360894,0.005611004887742936,0.0074051744706230835,0.011108142156377638,0.0290068683630453,0.018393318008295446,0.04244984414921102,0.012022584724371899,0.025081014863911514,0.008180571895269792,0.01451304334317388,0.005611004887742936,0.0074051744706230835,0.016224260744928765,0.032597220062213196
2020-03-22,0.032374953146947105,0.016504786913303423,0.0008432935834969196,0.0008432936645642866,0.011469793288463963,0.027255074966624614,0.010750717215320308,0.01020694333987952,0.020704210378271852,0.027467713027153756,0.03408498594386307,0.031068172799775185,0.022485911066464904,0.020691952705471337,0.015461333396702956,0.01441414459256553,0.010750717215320308,0.01020694333987952,0.030431217751485624,0.02683339938832168
2020-03-29,0.012380448149544102,0.030237730405223522,0.0009001417102077199,0.0009001456016907357,0.001475537725247762,0.006506551237860738,0.0027608774130976335,0.0033963436315455346,0.004930878262039226,0.012126114296330261,0.018061122757325,0.02111508096999845,0.010440261932896037,0.012294955330278454,0.005839711515575733,0.006965295354591704,0.0027608774130976335,0.0033963436315455346,0.01398982785633037,0.01585198130871058
2020-04-19,0.015869235951780983,0.02613097461861784,0.0008544699863056256,0.0008544697340750238,0.006187961110140347,0.013810676837544654,0.005704655231806099,0.005868636808894642,0.010570778057180751,0.01609795001092884,0.016446886152589404,0.020539336832180847,0.011090195077727084,0.013230888425668445,0.007862352917963064,0.008820042755033178,0.005704655231806099,0.005868636808894642,0.014876102336344486,0.017074159460391366
2020-04-26,0.00402124422688882,0.04917088013244881,0.0008694032059994508,0.0008694053401840415,-6.841120685262814e-05,0.0013505698378137,0.0008001497064149546,0.0020890217330960395,0.0009211424640119571,0.009232369995732606,0.006547031507450352,0.018932798233926112,0.003677718897983571,0.010546373111827509,0.0019521711803357567,0.00548054964920195,0.0008001497064149546,0.0020890217330960395,0.004731185821321107,0.013558739827844583
2020-05-03,-0.002503326376152007,0.0019724194435018845,0.0006259392339453339,0.000625938585667056,0.0008845544772445461,-0.0008156503014683759,0.00034605322854152753,0.0004951830811222286,-0.00012117708920902803,-0.0007971952199926258,-0.0016656803989236334,-0.0004335069382290053,-0.0006593076846231087,3.094574591000598e-05,-5.5969834846605074e-05,0.00030951384782573364,0.00034605322854152753,0.0004951830811222286,-0.0011376506514188646,-0.00015562103093229722
2020-05-10,0.006860540671992462,-0.005345865330838365,0.00047037112886018817,0.0004703709549757502,0.007676304720090278,0.008633141358779545,0.0024638875915100012,0.002046050806361083,0.007337364489736387,0.005912885732237645,0.0064766566526768465,0.004391698516458283,0.01013952505163631,0.0032195638009919563,0.012330823370554373,0.0025156229324422227,0.0024638875915100012,0.002046050806361083,0.01013952505163631,0.004433193552980826
2020-05-17,0.005074824021360832,-0.004249810405517621,0.0005743978040978956,0.000574397800432216,6.797314523522648e-05,0.0009849736954055373,0.0009103306249062627,0.0006831285999106497,0.0020294036413369483,0.0012414497025334172,0.009397899675401115,0.0048850787586604,0.006089972118162637,0.0027863092927086744,0.004099950465479164,0.001524930033767207,0.0009103306249062627,0.0006831285999106497,0.006089972118162637,0.0037432135761815777
2020-05-24,-0.004319940740214514,0.028301698683784963,0.0007074945617508376,0.0007074946190558653,-0.0023047539591013085,-0.00384216610405768,-0.00040016888371293975,0.0003791553981066914,-0.0034939680961530296,0.0005835035849591519,-0.0029217833424016104,0.006032061467854535,-0.004835770225246327,0.003209601461011617,-0.005985923232647436,0.0015122937105241235,-0.00040016888371293975,0.0003791553981066914,-0.004835770225246327,0.00429112620925557
2020-05-31,-0.006999401118268268,-0.013144396743572212,0.0007115904562169938,0.0007115905632045984,-0.0047475184688186125,-0.007030006137786804,-0.0011423139361865383,-0.0011615664903307085,-0.006215611704108222,-0.007999123940058266,-0.004369861270623927,-0.008011094302201474,-0.008083401775842929,-0.004580468483290286,-0.010318163540757392,-0.002527728029931743,-0.0011423139361865383,-0.0011615664903307085,-0.008083401775842929,-0.006917127847381193
2020-06-07,0.008435899727854862,0.006824069043867598,0.0007689308300427963,0.0007689307617155702,0.004928412452292008,0.007582158080937913,0.0024044245554856276,0.00227106703496075,0.0070956917330769875,0.007874734365911752,0.005214917050046606,0.006407377355673295,0.008464934716892435,0.0043413635708959945,0.010409887315487748,0.0030997033527273214,0.0024044245554856276,0.00227106703496075,0.008464934716892435,0.005912851663193054
2020-06-14,0.0025596269478575235,-0.010367787518522251,0.0005685559504137018,0.0005685559016810657,0.002297317144308444,0.0024517670288709413,0.0010768643887645753,0.0007563481734307017,0.0022923321757743484,0.0005412707375668135,0.0036899323577004465,-0.00020934979212244986,0.0038289050458507074,0.00027361556308416464,0.003912279389249679,0.0005632828531912773,0.0010768643887645753,0.0007563481734307017,0.0038289050458507074,0.0001463829257277824
2020-06-21,0.0037955094659955437,-0.007799856362213118,0.0006742914586098628,0.0006742914962480314,6.475835614476811e-05,0.0017347979998985975,0.0009376923624389838,0.0006767699220121913,0.0021557381121764256,0.0011203562114036395,0.0019748400034508375,-0.0012043544169775102,0.002204635131058929,-0.000263348732700017,0.002342486865110057,0.00030082993494461567,0.0009376923624389838,0.0006767699220121913,0.002204635131058929,-0.0006700763698012201
2020-06-28,0.006982601627420816,0.020735701111737444,0.00049476957105425,0.0004947696374214173,-0.0008331332032030153,0.002256083885409424,0.001001533343769061,0.0013253133362199456,0.0033019449971452256,0.006749781942654279,0.005169946960326189,0.009277238099700068,0.004516960125828369,0.005309181571713441,0.004124963259006859,0.0029207677682322234,0.001001533343769061,0.0013253133362199456,0.004516960125828369,0.007407097047014458
2020-07-05,0.002838331601997231,0.007686787832471121,0.0004788646318907229,0.0004788645729067365,0.002780362674088235,0.0030747214986978173,0.0011391993148284056,0.001191250873088411,0.002750147395156615,0.0035487414914671302,0.0033659768208106973,0.005094437318326773,0.0041337687529335925,0.0031447486636986726,0.004594161109298024,0.0019731082410143715,0.0011391993148284056,0.001191250873088411,0.0041337687529335925,0.004310576084686531
2020-07-12,0.0035054802194029572,0.004249197802945321,0.0005983503065132078,0.0005983502810010537,0.002263288082037953,0.003332446429333147,0.0012395738686255412,0.0012217453314216412,0.003091014645785305,0.0036171672891883414,0.00188334325821843,0.0028937223088835503,0.0033933722223848267,0.0020580844962241967,0.004298296321482147,0.001556366423632418,0.0012395738686255412,0.0012217453314216412,0.0033933722223848267,0.0027016099520162846
2020-07-19,0.020458109191387158,0.06936619712645509,0.0006157605395005628,0.0006157604702892064,0.005448269162941101,0.012044821957862903,0.003682762686425524,0.004637813226401364,0.013079778179535961,0.023187719657138926,0.019734403328315407,0.03510123688863083,0.02034666252710625,0.01998552656438077,0.020713838193694382,0.010805197716652929,0.003682762686425524,0.004637813226401364,0.02034666252710625,0.028343360273885638
2020-07-26,0.02213368086697137,0.10536644800967337,0.000606588991263193,0.0006065889400988594,0.005688046139696192,0.013450602392946018,0.0039518763671813955,0.0058194491474147115,0.014400887772517822,0.030793651527821864,0.01855776750056761,0.04565791142533377,0.020679506686757464,0.0259370603139,0.021950392702119438,0.013915130609363799,0.0039518763671813955,0.0058194491474147115,0.020679506686757464,0.03682200737950096
2020-08-02,0.010649219741892209,0.007558214604253006,0.0005840151887436562,0.0005840151624368137,0.0026074056412769314,0.0059617171573957215,0.0020526911231270543,0.001915551648531743,0.0066370519221036,0.007716581567593515,0.010663711343421525,0.00973580165827278,0.010513068025747167,0.0058333226594947125,0.010422671141102666,0.0034845041928614835,0.0020526911231270543,0.001915551648531743,0.010513068025747167,0.008123449613759721
2020-08-09,-0.0071883020613828065,0.007144390480909717,0.0004847849789390192,0.0004909650804643339,-0.004526469674739318,-0.006646667183211376,-0.0011756927979571657,-0.008605935569983122,-0.006014063112674963,-0.004805631761617271,-0.003279671398902244,-0.0012273353798965647,-0.002227128417106846,-0.004909820297760402,-0.0015961339843390664,-0.007125838009878166,-0.0011756927979571657,-0.008605935569983122,-0.0036329549572613937,-0.004909820297760402
2020-08-16,-0.0012567128688852364,-0.009143008688491204,0.0005820764462294225,0.0005801757017839382,-0.0005101691189318044,-0.0005828851239090893,0.00019351230940834046,-0.003205947784318596,-0.0007047021482815909,-0.0018914936522603115,-0.004453753468586235,-0.005884692700454819,-0.0021274211108098543,-0.004544429731003551,-0.000734214947149699,-0.0037411333290740994,0.00019351230940834046,-0.003205947784318596,-0.003486826986762165,-0.004544429731003551
