rebalance_date,strategy,universe,asset,weight
2019-10-27,hybrid_ruonia_capped_base,base,ofz_return,0.3413417066363011
2019-10-27,hybrid_ruonia_capped_base,base,ruonia_return,0.25
2019-10-27,hybrid_ruonia_capped_crypto,crypto,btc_return,0.03500706448625981
2019-10-27,hybrid_ruonia_capped_crypto,crypto,eth_return,0.032541348526589756
2019-10-27,hybrid_ruonia_capped_crypto,crypto,gold_return,0.2058008366818996
2019-10-27,hybrid_ruonia_capped_crypto,crypto,moex_return,0.2078660061484224
2019-10-27,hybrid_ruonia_capped_crypto,crypto,ofz_return,0.4687847441568284
2019-10-27,hybrid_ruonia_capped_crypto,crypto,ruonia_return,0.05000000000000001
2019-10-27,hybrid_unconstrained_base,base,gold_return,0.05442356413899155
2019-10-27,hybrid_unconstrained_base,base,moex_return,0.038623607496518296
2019-10-27,hybrid_unconstrained_base,base,ofz_return,0.1453567499150943
2019-10-27,hybrid_unconstrained_base,base,ruonia_return,0.7615960784493958
2019-10-27,hybrid_unconstrained_crypto,crypto,btc_return,0.02001413525792145
2019-10-27,hybrid_unconstrained_crypto,crypto,eth_return,0.01508271308681364
2019-10-27,hybrid_unconstrained_crypto,crypto,gold_return,0.21160168828605325
2019-10-27,hybrid_unconstrained_crypto,crypto,moex_return,0.165732139704635
2019-10-27,hybrid_unconstrained_crypto,crypto,ofz_return,0.5875693236645765
2019-10-27,hybrid_unconstrained_crypto,crypto,ruonia_return,6.58700134515982e-18
2019-10-27,mv_sample_base,base,gold_return,0.0013454123109517256
2019-10-27,mv_sample_base,base,moex_return,0.0004268826088495673
2019-10-27,mv_sample_base,base,ofz_return,0.002839455020989292
2019-10-27,mv_sample_base,base,ruonia_return,0.9953882500592094
2019-10-27,mv_sample_crypto,crypto,btc_return,2.9654153830456537e-20
2019-10-27,mv_sample_crypto,crypto,eth_return,2.279842691183794e-20
2019-10-27,mv_sample_crypto,crypto,gold_return,0.0013455140992127612
2019-10-27,mv_sample_crypto,crypto,moex_return,0.00042754417672250737
2019-10-27,mv_sample_crypto,crypto,ofz_return,0.0028388359621830017
2019-10-27,mv_sample_crypto,crypto,ruonia_return,0.9953881057618817
2019-10-27,mv_shrink_base,base,gold_return,0.04352523983629076
2019-10-27,mv_shrink_base,base,moex_return,0.010406321972159694
2019-10-27,mv_shrink_base,base,ofz_return,0.21421527196826734
2019-10-27,mv_shrink_base,base,ruonia_return,0.7318531662232822
2019-10-27,mv_shrink_crypto,crypto,btc_return,0.0016733900936954013
2019-10-27,mv_shrink_crypto,crypto,eth_return,0.0
2019-10-27,mv_shrink_crypto,crypto,gold_return,0.17430387298348735
2019-10-27,mv_shrink_crypto,crypto,moex_return,0.13319020928107117
2019-10-27,mv_shrink_crypto,crypto,ofz_return,0.3242643997042202
2019-10-27,mv_shrink_crypto,crypto,ruonia_return,0.3665681279375259
2019-10-27,rp_sample_base,base,gold_return,0.05442356413899155
2019-10-27,rp_sample_base,base,moex_return,0.038623607496518296
2019-10-27,rp_sample_base,base,ofz_return,0.1453567499150943
2019-10-27,rp_sample_base,base,ruonia_return,0.7615960784493958
2019-10-27,rp_sample_crypto,crypto,btc_return,0.020014135257921454
2019-10-27,rp_sample_crypto,crypto,eth_return,0.015082713086813644
2019-10-27,rp_sample_crypto,crypto,gold_return,0.2116016882860533
2019-10-27,rp_sample_crypto,crypto,moex_return,0.16573213970463502
2019-10-27,rp_sample_crypto,crypto,ofz_return,0.5875693236645766
2019-10-27,rp_sample_crypto,crypto,ruonia_return,6.587001345159821e-18
2019-10-27,rp_shrink_base,base,gold_return,0.11751039082730387
2019-10-27,rp_shrink_base,base,moex_return,0.08755205534126739
2019-10-27,rp_shrink_base,base,ofz_return,0.2800270160910405
2019-10-27,rp_shrink_base,base,ruonia_return,0.5149105377403882
2019-10-27,rp_shrink_crypto,crypto,btc_return,0.0264899775185073
2019-10-27,rp_shrink_crypto,crypto,eth_return,0.020523628181518497
2019-10-27,rp_shrink_crypto,crypto,gold_return,0.19299370307492977
2019-10-27,rp_shrink_crypto,crypto,moex_return,0.18386527683374396
2019-10-27,rp_shrink_crypto,crypto,ofz_return,0.2762458767881719
2019-10-27,rp_shrink_crypto,crypto,ruonia_return,0.2998815376031284
2020-01-26,aw_base,base,gold_return,0.2
2020-01-26,aw_base,base,moex_return,0.3
2020-01-26,aw_base,base,ofz_return,0.35
2020-01-26,aw_base,base,ruonia_return,0.15
2020-01-26,aw_crypto,crypto,btc_return,0.05
2020-01-26,aw_crypto,crypto,eth_return,0.05
2020-01-26,aw_crypto,crypto,gold_return,0.2
2020-01-26,aw_crypto,crypto,moex_return,0.25
2020-01-26,aw_crypto,crypto,ofz_return,0.35
2020-01-26,aw_crypto,crypto,ruonia_return,0.1
2020-01-26,ew_base,base,gold_return,0.25
2020-01-26,ew_base,base,moex_return,0.25
2020-01-26,ew_base,base,ofz_return,0.25
2020-01-26,ew_base,base,ruonia_return,0.25
2020-01-26,ew_crypto,crypto,btc_return,0.16666666666666666
2020-01-26,ew_crypto,crypto,eth_return,0.16666666666666666
2020-01-26,ew_crypto,crypto,gold_return,0.16666666666666666
2020-01-26,ew_crypto,crypto,moex_return,0.16666666666666666
2020-01-26,ew_crypto,crypto,ofz_return,0.16666666666666666
2020-01-26,ew_crypto,crypto,ruonia_return,0.16666666666666666
2020-01-26,hybrid_base,base,gold_return,0.1290295096279773
2020-01-26,hybrid_base,base,moex_return,0.16924199058377962
2020-01-26,hybrid_base,base,ofz_return,0.24872334983831068
2020-01-26,hybrid_base,base,ruonia_return,0.4530051499499324
2020-01-26,hybrid_crypto,crypto,btc_return,0.02728999951154205
2020-01-26,hybrid_crypto,crypto,eth_return,0.02676865975559762
2020-01-26,hybrid_crypto,crypto,gold_return,0.12717248382661128
2020-01-26,hybrid_crypto,crypto,moex_return,0.14439933392192222
2020-01-26,hybrid_crypto,crypto,ofz_return,0.24596171243927012
2020-01-26,hybrid_crypto,crypto,ruonia_return,0.4284078105450566
2020-01-26,hybrid_loose_base,base,gold_return,0.08644721540476369
2020-01-26,hybrid_loose_base,base,moex_return,0.09078718493404739
2020-01-26,hybrid_loose_base,base,ofz_return,0.18795735974129713
2020-01-26,hybrid_loose_base,base,ruonia_return,0.6348082399198919
2020-01-26,hybrid_loose_crypto,crypto,btc_return,0.013663999218467279
2020-01-26,hybrid_loose_crypto,crypto,eth_return,0.01282985560895619
